"","year","iso3_o","iso3_d","iso3num_o","iso3num_d","contig","distwces","comlang_off","comlang_ethno","comcol","comrelig","gdp_o","gdp_d","gatt_o","gatt_d","wto_o","wto_d","eu_o","eu_d","rta","rta_coverage","rta_type","entry_cost_o","entry_cost_d","tradeflow_comtrade_o"
"11791",2002,"IND","BEL",356,56,0,6916.634,0,0,0,0.013,523968577.536,258390081.536,1,1,1,1,0,1,0,0,6,NA,NA,1618596.25
"11792",2003,"IND","BEL",356,56,0,6916.634,0,0,0,0.013,618356473.856,318573379.584,1,1,1,1,0,1,0,0,6,53.4,11.1,1774780.875
"11793",2004,"IND","BEL",356,56,0,6916.634,0,0,0,0.013,721585635.328,370461343.744,1,1,1,1,0,1,0,0,6,49.5,11.3,2212858.75
"11794",2005,"IND","BEL",356,56,0,6916.634,0,0,0,0.013,834215018.496,386944991.232,1,1,1,1,0,1,0,0,6,62,11.1,2788429.5
"11795",2006,"IND","BEL",356,56,0,6916.634,0,0,0,0.013,949116796.928,410678132.736,1,1,1,1,0,1,0,0,6,78.4,5.8,3326194.25
"11796",2007,"IND","BEL",356,56,0,6916.634,0,0,0,0.013,1238700130.304,472284561.408,1,1,1,1,0,1,0,0,6,74.6,5.6,4037574.5
"11797",2008,"IND","BEL",356,56,0,6916.634,0,0,0,0.013,1224097005.568,520109359.104,1,1,1,1,0,1,0,0,6,70.1,5.5,4717943.5
"11798",2009,"IND","BEL",356,56,0,6916.634,0,0,0,0.013,1365372436.48,485803884.544,1,1,1,1,0,1,0,0,6,66.1,5.6,3550974.5
"11799",2010,"IND","BEL",356,56,0,6916.634,0,0,0,0.013,1708458901.504,484404264.96,1,1,1,1,0,1,0,0,6,50.5,5.7,5025209
"11800",2011,"IND","BEL",356,56,0,6916.634,0,0,0,0.013,1880100175.872,528237756.416,1,1,1,1,0,1,0,0,6,42,5.5,7235852
"11801",2012,"IND","BEL",356,56,0,6916.634,0,0,0,0.013,1858744745.984,498853249.024,1,1,1,1,0,1,0,0,6,43.1,5.3,5536859
"11802",2013,"IND","BEL",356,56,0,6916.634,0,0,0,0.013,1876797161.472,524805537.792,1,1,1,1,0,1,0,0,6,41.2,5.3,6855063
"11803",2014,"IND","BEL",356,56,0,6916.634,0,0,0,0.013,2035393495.04,531750912,1,1,1,1,0,1,0,0,6,16.2,5.2,5894950.5
"11804",2015,"IND","BEL",356,56,0,6916.634,0,0,0,0.013,2111751061.504,454991314.944,1,1,1,1,0,1,0,0,6,14.3,5,5005521
"11805",2016,"IND","BEL",356,56,0,6916.634,0,0,0,0.013,2263522476.032,466365743.104,1,1,1,1,0,1,0,0,6,13.8,5,5356387
"11806",2017,"IND","BEL",356,56,0,6916.634,0,0,0,0.013,2652754685.835,502698069.367,1,1,1,1,0,1,0,0,6,15,5.6,6215949.5
"11807",2018,"IND","BEL",356,56,0,6916.634,0,0,0,0.013,2713165057.513,543734366.831,1,1,1,1,0,1,0,0,6,14.4,5.4,6810171
"11808",2019,"IND","BEL",356,56,0,6916.634,0,0,0,0.013,2868929415.617,533097455.835,1,1,1,1,0,1,0,0,6,7.2,5.3,6178573.5
"11809",1948,"IND","BGD",356,50,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"11810",1949,"IND","BGD",356,50,NA,NA,NA,NA,NA,NA,20593000.448,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"11811",1950,"IND","BGD",356,50,NA,NA,NA,NA,NA,NA,19986999.296,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"11812",1951,"IND","BGD",356,50,NA,NA,NA,NA,NA,NA,20814000.128,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"11813",1952,"IND","BGD",356,50,NA,NA,NA,NA,NA,NA,20447000.576,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"11814",1953,"IND","BGD",356,50,NA,NA,NA,NA,NA,NA,21919000.576,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"11815",1954,"IND","BGD",356,50,NA,NA,NA,NA,NA,NA,20141000.704,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"11816",1955,"IND","BGD",356,50,NA,NA,NA,NA,NA,NA,21475999.744,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"11817",1956,"IND","BGD",356,50,NA,NA,NA,NA,NA,NA,24611999.744,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"11818",1957,"IND","BGD",356,50,NA,NA,NA,NA,NA,NA,24996999.168,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"11819",1958,"IND","BGD",356,50,NA,NA,NA,NA,NA,NA,28153999.36,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"11820",1959,"IND","BGD",356,50,NA,NA,NA,NA,NA,NA,29268000.768,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"11821",1960,"IND","BGD",356,50,NA,NA,NA,NA,NA,NA,37679276.032,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"11822",1961,"IND","BGD",356,50,NA,NA,NA,NA,NA,NA,39920451.584,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"11823",1962,"IND","BGD",356,50,NA,NA,NA,NA,NA,NA,42900865.024,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"11824",1963,"IND","BGD",356,50,NA,NA,NA,NA,NA,NA,49271095.296,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"11825",1964,"IND","BGD",356,50,NA,NA,NA,NA,NA,NA,57470779.392,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"11826",1965,"IND","BGD",356,50,NA,NA,NA,NA,NA,NA,60599263.232,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"11827",1966,"IND","BGD",356,50,NA,NA,NA,NA,NA,NA,46669803.52,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"11828",1967,"IND","BGD",356,50,NA,NA,NA,NA,NA,NA,51014156.288,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"11829",1968,"IND","BGD",356,50,NA,NA,NA,NA,NA,NA,54016413.696,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"11830",1969,"IND","BGD",356,50,NA,NA,NA,NA,NA,NA,59472994.304,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"11831",1970,"IND","BGD",356,50,NA,NA,NA,NA,NA,NA,63517184,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"11832",1971,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,68532273.152,8751843.328,1,0,0,0,0,0,0,0,6,NA,NA,NA
"11833",1972,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,72716599.296,6288245.76,1,1,0,0,0,0,0,0,6,NA,NA,79184.523
"11834",1973,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,87014948.864,8067026.944,1,1,0,0,0,0,0,0,6,NA,NA,148876.984
"11835",1974,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,101271486.464,12459282.432,1,1,0,0,0,0,0,0,6,NA,NA,54743.172
"11836",1975,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,100199514.112,19395903.488,1,1,0,0,0,0,0,0,6,NA,NA,64897.285
"11837",1976,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,104518115.328,10083163.136,1,1,0,0,0,0,1,1,8,NA,NA,60542.012
"11838",1977,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,123617837.056,9632470.016,1,1,0,0,0,0,1,1,8,NA,NA,63206.711
"11839",1978,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,139708694.528,13299358.72,1,1,0,0,0,0,1,1,8,NA,NA,59339.594
"11840",1979,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,155674329.088,15585960.96,1,1,0,0,0,0,1,1,8,NA,NA,79691.07
"11841",1980,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,189594124.288,18114646.016,1,1,0,0,0,0,1,1,8,NA,NA,90626.789
"11842",1981,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,196883480.576,19762946.048,1,1,0,0,0,0,1,1,8,NA,NA,65606.203
"11843",1982,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,204234358.784,18087000.064,1,1,0,0,0,0,1,1,8,NA,NA,30236.721
"11844",1983,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,222090280.96,17155799.04,1,1,0,0,0,0,1,1,8,NA,NA,59158.973
"11845",1984,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,215878238.208,19670161.408,1,1,0,0,0,0,1,1,8,NA,NA,89615.875
"11846",1985,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,236589105.152,21613230.08,1,1,0,0,0,0,1,1,8,NA,NA,106221.063
"11847",1986,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,253352443.904,21160235.008,1,1,0,0,0,0,1,1,8,NA,NA,128793.492
"11848",1987,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,283926986.752,23781404.672,1,1,0,0,0,0,1,1,8,NA,NA,143728.484
"11849",1988,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,301790953.472,25638750.208,1,1,0,0,0,0,1,1,8,NA,NA,178457.594
"11850",1989,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,301233733.632,26825240.576,1,1,0,0,0,0,1,1,8,NA,NA,282307.469
"11851",1990,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,326608027.648,30128777.216,1,1,0,0,0,0,1,1,8,NA,NA,301682.125
"11852",1991,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,274842353.664,30957445.12,1,1,0,0,0,0,1,1,8,NA,NA,324565.719
"11853",1992,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,293262360.576,31708864.512,1,1,0,0,0,0,1,1,8,NA,NA,396950.906
"11854",1993,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,284193718.272,33166530.56,1,1,0,0,0,0,1,1,8,NA,NA,430145.219
"11855",1994,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,333014466.56,33768660.992,1,1,0,0,0,0,1,1,8,NA,NA,644626.188
"11856",1995,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,366599634.944,37939752.96,1,1,1,1,0,0,1,1,8,NA,NA,1045868.938
"11857",1996,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,399786901.504,40666013.696,1,1,1,1,0,0,1,1,8,NA,NA,868916.313
"11858",1997,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,423160414.208,42318798.848,1,1,1,1,0,0,1,1,8,NA,NA,786650.5
"11859",1998,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,428741033.984,44091752.448,1,1,1,1,0,0,1,1,8,NA,NA,995286.313
"11860",1999,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,466867093.504,45694070.784,1,1,1,1,0,0,1,1,8,NA,NA,639999.063
"11861",2000,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,476609150.976,47124926.464,1,1,1,1,0,0,1,1,8,NA,NA,775716.5
"11862",2001,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,493954334.72,46987841.536,1,1,1,1,0,0,1,1,8,NA,NA,1063045.625
"11863",2002,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,523968577.536,47571128.32,1,1,1,1,0,0,1,1,8,NA,NA,1025501.813
"11864",2003,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,618356473.856,51913662.464,1,1,1,1,0,0,1,1,8,53.4,63.9,1652973.25
"11865",2004,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,721585635.328,56560742.4,1,1,1,1,0,0,1,1,8,49.5,62.9,1613026.875
"11866",2005,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,834215018.496,60277559.296,1,1,1,1,0,0,1,1,8,62,56.1,1719788.625
"11867",2006,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,949116796.928,71819091.968,1,1,1,1,0,0,1,1,5,78.4,52.1,1667809.375
"11868",2007,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,1238700130.304,79611887.616,1,1,1,1,0,0,1,1,5,74.6,46.2,2063793.25
"11869",2008,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,1224097005.568,91631280.128,1,1,1,1,0,0,1,1,5,70.1,25.5,3243376
"11870",2009,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,1365372436.48,102477791.232,1,1,1,1,0,0,1,1,5,66.1,28.6,2177375.25
"11871",2010,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,1708458901.504,115279077.376,1,1,1,1,0,0,1,1,5,50.5,21.2,3016574.75
"11872",2011,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,1880100175.872,128637935.616,1,1,1,1,0,0,1,1,5,42,19.5,3405515.5
"11873",2012,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,1858744745.984,133355741.184,1,1,1,1,0,0,1,1,5,43.1,19.6,4936672.5
"11874",2013,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,1876797161.472,149990457.344,1,1,1,1,0,0,1,3,5,41.2,18.8,5993949.5
"11875",2014,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,2035393495.04,172885458.944,1,1,1,1,0,0,1,3,5,16.2,16.8,6255235
"11876",2015,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,2111751061.504,195078553.6,1,1,1,1,0,0,1,3,5,14.3,13.9,5521517.5
"11877",2016,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,2263522476.032,221415276.544,1,1,1,1,0,0,1,3,5,13.8,13.8,5668793
"11878",2017,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,2652754685.835,249711027.66,1,1,1,1,0,0,1,3,5,15,22.9,7191423
"11879",2018,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,2713165057.513,274039092.455,1,1,1,1,0,0,1,3,5,14.4,21.2,8744787
"11880",2019,"IND","BGD",356,50,1,1107.332,0,1,1,0.1,2868929415.617,302571254.131,1,1,1,1,0,0,1,3,5,7.2,8.7,8242923.5
"11881",1948,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,NA,NA,1,0,0,0,0,0,0,0,6,NA,NA,NA
"11882",1949,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,20593000.448,4407000.064,1,0,0,0,0,0,0,0,6,NA,NA,NA
"11883",1950,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,19986999.296,4626999.808,1,0,0,0,0,0,0,0,6,NA,NA,NA
"11884",1951,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,20814000.128,5049999.872,1,0,0,0,0,0,0,0,6,NA,NA,NA
"11885",1952,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,20447000.576,5369999.872,1,0,0,0,0,0,0,0,6,NA,NA,NA
"11886",1953,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,21919000.576,5688999.936,1,0,0,0,0,0,0,0,6,NA,NA,NA
"11887",1954,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,20141000.704,6040000,1,0,0,0,0,0,0,0,6,NA,NA,NA
"11888",1955,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,21475999.744,6510000.128,1,0,0,0,0,0,0,0,6,NA,NA,NA
"11889",1956,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,24611999.744,7e+06,1,0,0,0,0,0,0,0,6,NA,NA,NA
"11890",1957,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,24996999.168,7420000.256,1,0,0,0,0,0,0,0,6,NA,NA,NA
"11891",1958,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,28153999.36,7628000.256,1,0,0,0,0,0,0,0,6,NA,NA,NA
"11892",1959,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,29268000.768,8054000.128,1,0,0,0,0,0,0,0,6,NA,NA,NA
"11893",1960,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,37679276.032,9522746.368,1,0,0,0,0,0,0,0,6,NA,NA,NA
"11894",1961,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,39920451.584,10712712.192,1,0,0,0,0,0,0,0,6,NA,NA,NA
"11895",1962,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,42900865.024,11879983.104,1,0,0,0,0,0,0,0,6,NA,NA,3395.354
"11896",1963,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,49271095.296,13063644.16,1,0,0,0,0,0,0,0,6,NA,NA,2671.579
"11897",1964,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,57470779.392,14480557.056,1,0,0,0,0,0,0,0,6,NA,NA,8068.024
"11898",1965,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,60599263.232,15346741.248,1,0,0,0,0,0,0,0,6,NA,NA,7739.361
"11899",1966,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,46669803.52,16480058.368,1,1,0,0,0,0,0,0,6,NA,NA,7209.317
"11900",1967,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,51014156.288,17740013.568,1,1,0,0,0,0,0,0,6,NA,NA,8102.149
"11901",1968,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,54016413.696,18942730.24,1,1,0,0,0,0,0,0,6,NA,NA,8368.645
"11902",1969,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,59472994.304,20524886.016,1,1,0,0,0,0,0,0,6,NA,NA,9610.866
"11903",1970,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,63517184,20733140.992,1,1,0,0,0,0,0,0,6,NA,NA,9861.68
"11904",1971,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,68532273.152,24915030.016,1,1,0,0,0,0,0,0,6,NA,NA,10507.091
"11905",1972,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,72716599.296,30558349.312,1,1,0,0,0,0,0,0,6,NA,NA,10306.81
"11906",1973,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,87014948.864,41095409.664,1,1,0,0,0,0,0,0,6,NA,NA,12224.092
"11907",1974,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,101271486.464,47360909.312,1,1,0,0,0,0,0,0,6,NA,NA,19593.982
"11908",1975,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,100199514.112,54296719.36,1,1,0,0,0,0,0,0,6,NA,NA,50610.73
"11909",1976,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,104518115.328,56792170.496,1,1,0,0,0,0,0,0,6,NA,NA,80546.977
"11910",1977,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,123617837.056,60656877.568,1,1,0,0,0,0,0,0,6,NA,NA,47115.781
"11911",1978,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,139708694.528,84828471.296,1,1,0,0,0,0,0,0,6,NA,NA,84930.422
"11912",1979,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,155674329.088,95352823.808,1,1,0,0,0,0,0,0,6,NA,NA,93411
"11913",1980,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,189594124.288,118710312.96,1,1,0,0,0,0,0,0,6,NA,NA,140126.609
"11914",1981,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,196883480.576,108721037.312,1,1,0,0,0,0,0,0,6,NA,NA,113831.672
"11915",1982,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,204234358.784,111431737.344,1,1,0,0,0,0,0,0,6,NA,NA,71801.734
"11916",1983,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,222090280.96,111035572.224,1,1,0,0,0,0,0,0,6,NA,NA,118855.383
"11917",1984,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,215878238.208,106019110.912,1,1,0,0,0,0,0,0,6,NA,NA,91632.109
"11918",1985,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,236589105.152,107496243.2,1,1,0,0,0,0,0,0,6,NA,NA,89966.938
"11919",1986,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,253352443.904,154095517.696,1,1,0,0,0,0,0,0,6,NA,NA,125263.336
"11920",1987,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,283926986.752,192981614.592,1,1,0,0,0,0,0,0,6,NA,NA,157380.906
"11921",1988,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,301790953.472,208774021.12,1,1,0,0,0,0,0,0,6,NA,NA,186783.484
"11922",1989,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,301233733.632,201572646.912,1,1,0,0,0,0,0,0,6,NA,NA,224844.563
"11923",1990,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,326608027.648,257420296.192,1,1,0,0,0,0,0,0,6,NA,NA,221978.172
"11924",1991,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,274842353.664,260459888.64,1,1,0,0,0,0,0,0,6,NA,NA,219514.453
"11925",1992,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,293262360.576,271133671.424,1,1,0,0,0,0,0,0,6,NA,NA,222451.016
"11926",1993,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,284193718.272,263691010.048,1,1,0,0,0,0,0,0,6,NA,NA,221005.688
"11927",1994,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,333014466.56,291913793.536,1,1,0,0,0,0,0,0,6,NA,NA,247397.359
"11928",1995,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,366599634.944,341759000.576,1,1,1,1,0,0,0,0,6,NA,NA,280746.938
"11929",1996,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,399786901.504,329619341.312,1,1,1,1,0,0,0,0,6,NA,NA,300223.25
"11930",1997,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,423160414.208,286604034.048,1,1,1,1,0,0,0,0,6,NA,NA,366848.125
"11931",1998,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,428741033.984,294977503.232,1,1,1,1,0,0,0,0,6,NA,NA,318954.625
"11932",1999,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,466867093.504,289884143.616,1,1,1,1,0,0,0,0,6,NA,NA,349409.719
"11933",2000,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,476609150.976,271659728.896,1,1,1,1,0,0,0,0,6,NA,NA,441253
"11934",2001,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,493954334.72,278628761.6,1,1,1,1,0,0,0,0,6,NA,NA,423039.563
"11935",2002,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,523968577.536,301127794.688,1,1,1,1,0,0,0,0,6,NA,NA,363004.5
"11936",2003,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,618356473.856,351982649.344,1,1,1,1,0,0,0,0,6,53.4,8.9,484823.875
"11937",2004,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,721585635.328,393541681.152,1,1,1,1,0,0,0,0,6,49.5,8.9,475855.594
"11938",2005,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,834215018.496,407543283.712,1,1,1,1,0,0,0,0,6,62,9,495604.906
"11939",2006,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,949116796.928,429180747.776,1,1,1,1,0,0,0,0,6,78.4,2.5,459541.156
"11940",2007,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,1238700130.304,477421404.16,1,1,1,1,0,0,0,0,6,74.6,2.4,568478.875
"11941",2008,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,1224097005.568,551552024.576,1,1,1,1,0,0,0,0,6,70.1,2.4,704229.75
"11942",2009,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,1365372436.48,539507556.352,1,1,1,1,0,0,0,0,6,66.1,2.3,677676.875
"11943",2010,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,1708458901.504,581208571.904,1,1,1,1,0,0,0,0,6,50.5,2.4,618877.188
"11944",2011,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,1880100175.872,696278712.32,1,1,1,1,0,0,0,0,6,42,2.4,1017728.688
"11945",2012,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,1858744745.984,666100629.504,1,1,1,1,0,0,0,0,6,43.1,2.3,1169481.5
"11946",2013,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,1876797161.472,685434208.256,1,1,1,1,0,0,0,0,6,41.2,2.3,1775813.125
"11947",2014,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,2035393495.04,702705565.696,1,1,1,1,0,0,0,0,6,16.2,2.3,1128144.25
"11948",2015,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,2111751061.504,670789926.912,1,1,1,1,0,0,0,0,6,14.3,2.3,898990.563
"11949",2016,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,2263522476.032,659827261.44,1,1,1,1,0,0,0,0,6,13.8,2.3,999581.688
"11950",2017,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,2652754685.835,679950481.623,1,1,1,1,0,0,0,0,6,15,2.3,995382.375
"11951",2018,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,2713165057.513,705140620.047,1,1,1,1,0,0,0,0,6,14.4,2.3,1225493.625
"11952",2019,"IND","CHE",356,756,0,6680.479,0,0,0,0.012,2868929415.617,703082435.159,1,1,1,1,0,0,0,0,6,7.2,2.3,1220971.875
"11953",1948,"IND","CHN",356,156,1,4046.001,0,0,0,0.003,NA,NA,1,0,0,0,0,0,0,0,6,NA,NA,NA
"11954",1949,"IND","CHN",356,156,1,4046.001,0,0,0,0.003,20593000.448,14257000.448,1,0,0,0,0,0,0,0,6,NA,NA,NA
"11955",1950,"IND","CHN",356,156,1,4046.001,0,0,0,0.003,19986999.296,16965000.192,1,0,0,0,0,0,0,0,6,NA,NA,NA
"11956",1951,"IND","CHN",356,156,1,4046.001,0,0,0,0.003,20814000.128,19793000.448,1,0,0,0,0,0,0,0,6,NA,NA,NA
"11957",1952,"IND","CHN",356,156,1,4046.001,0,0,0,0.003,20447000.576,23456999.424,1,0,0,0,0,0,0,0,6,NA,NA,NA
"11958",1953,"IND","CHN",356,156,1,4046.001,0,0,0,0.003,21919000.576,28235999.232,1,0,0,0,0,0,0,0,6,NA,NA,NA
"11959",1954,"IND","CHN",356,156,1,4046.001,0,0,0,0.003,20141000.704,29788999.68,1,0,0,0,0,0,0,0,6,NA,NA,NA
"11960",1955,"IND","CHN",356,156,1,4046.001,0,0,0,0.003,21475999.744,39546998.784,1,0,0,0,0,0,0,0,6,NA,NA,NA
"11961",1956,"IND","CHN",356,156,1,4046.001,0,0,0,0.003,24611999.744,44264001.536,1,0,0,0,0,0,0,0,6,NA,NA,NA
"11962",1957,"IND","CHN",356,156,1,4046.001,0,0,0,0.003,24996999.168,45568999.424,1,0,0,0,0,0,0,0,6,NA,NA,NA
"11963",1958,"IND","CHN",356,156,1,4046.001,0,0,0,0.003,28153999.36,56106999.808,1,0,0,0,0,0,0,0,6,NA,NA,NA
"11964",1959,"IND","CHN",356,156,1,4046.001,0,0,0,0.003,29268000.768,61326999.552,1,0,0,0,0,0,0,0,6,NA,NA,NA
"11965",1960,"IND","CHN",356,156,1,4046.001,0,0,0,0.003,37679276.032,59184115.712,1,0,0,0,0,0,0,0,6,NA,NA,NA
"11966",1961,"IND","CHN",356,156,1,4046.001,0,0,0,0.003,39920451.584,49557049.344,1,0,0,0,0,0,0,0,6,NA,NA,NA
"11967",1962,"IND","CHN",356,156,1,4046.001,0,0,0,0.003,42900865.024,46685179.904,1,0,0,0,0,0,0,0,6,NA,NA,396.15
"11968",1963,"IND","CHN",356,156,1,4046.001,0,0,0,0.003,49271095.296,50097303.552,1,0,0,0,0,0,0,0,6,NA,NA,NA
